Id;Label;City;State;Country;Operating Status;Company Type;Number of Investments;Number of Lead Investments;Number of Diversity Investments;Number of Exits;Number of Lead Investors;Number of Investors;Number of Funding Rounds;Funding Status;Last Funding Date;Last Funding Amount;Last Funding Type;Last Equity Funding Type;Last Equity Funding Amount;Total Funding Amount;Number of Events;Aberdeen - IT Spend;Lat Country;Long Country;Lat State;Long State
IndiaMART;IndiaMART;Noida; Uttar Pradesh; India;Active;For Profit;13;6;0;1;3;10;4;IPO;24/06/2019;30839799;Venture - Series Unknown;Venture - Series Unknown;30839799;40839800;0;0;22,3511148;78,6677428;27,1303344;80,859666
Mondu;Mondu;Berlin; Berlin; Germany;Active;For Profit;0;0;0;0;2;3;2;Seed;20/04/2022;0;Seed;Seed;0;14000000;0;0;51,1638175;10,4478313;52,5170365;13,3888599
NIO;NIO;Shanghai; Shanghai; China;Active;For Profit;0;0;0;0;12;29;10;IPO;29/04/2020;1000000000;Post-IPO Equity;Post-IPO Equity;1000000000;5434271280;4;0;35,000074;104,999927;31,2312707;121,4700152
Qonto;Qonto;Paris; Ile-de-France; France;Active;For Profit;0;0;0;0;6;18;6;;21/04/2022;5417611;Equity Crowdfunding;Equity Crowdfunding;5417611;709348021;0;0;46,603354;1,8883335;48,6443057;2,7537863
Netflix;Netflix;Los Gatos; California; United States;Active;For Profit;3;0;0;1;4;8;13;IPO;5/05/2018;2666198;Post-IPO Debt;Series E;50025952;1,22E+13;37;1002235362;39,7837304;-100,445882;36,7014631;-118,755997
IndieBio;IndieBio;San Francisco; California; United States;Active;Non Profit;354;8;90;3;0;0;1;;19/07/2018;25000000;Grant;;0;25000000;5;0;39,7837304;-100,445882;36,7014631;-118,755997
Helium;Helium;San Francisco; California; United States;Active;For Profit;0;0;0;0;6;29;7;Late Stage Venture;19/02/2022;200000000;Series D;Series D;200000000;364800000;7;671155;39,7837304;-100,445882;36,7014631;-118,755997
MURAL;MURAL;San Francisco; California; United States;Active;For Profit;0;0;0;0;6;15;5;Late Stage Venture;20/07/2021;50000000;Series C;Series C;50000000;192275000;15;782814;39,7837304;-100,445882;36,7014631;-118,755997
ICICI Bank;ICICI Bank;Mumbai; Maharashtra; India;Active;For Profit;23;10;0;3;2;2;3;IPO;17/12/2021;657440583;Post-IPO Debt;Series A;0;659451937;1;0;22,3511148;78,6677428;18,9068356;75,6741579
NEAR Protocol;NEAR Protocol;San Francisco; California; United States;Active;For Profit;0;0;0;0;6;36;8;;7/04/2022;350000000;Undisclosed;Undisclosed;350000000;533700000;3;0;39,7837304;-100,445882;36,7014631;-118,755997
Hourwork;Hourwork;Boston; Massachusetts; United States;Active;For Profit;0;0;0;0;2;9;4;Early Stage Venture;28/03/2022;10000000;Series A;Series A;10000000;13799106;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Pax8;Pax8;Greenwood Village; Colorado; United States;Active;For Profit;0;0;0;0;4;7;9;;11/04/2022;185000000;Venture - Series Unknown;Venture - Series Unknown;185000000;350520000;10;14114579;39,7837304;-100,445882;38,7251776;-105,607716
JULO;JULO;Jakarta; Jakarta Raya; Indonesia;Active;For Profit;0;0;0;0;4;12;6;;13/04/2022;50000000;Debt Financing;Corporate Round;30000000;155000000;0;0;-2,4833826;117,8902853;-6,2714155;106,7524204
Improbable;Improbable;London; England; United Kingdom;Active;For Profit;1;0;0;0;5;10;6;;26/07/2018;50000000;Corporate Round;Corporate Round;50000000;604094860;5;13869977;54,7023545;-3,2765753;52,5310214;-1,2649062
Razer;Razer;San Francisco; California; United States;Active;For Profit;5;3;0;2;5;5;4;IPO;15/05/2017;75000000;Venture - Series Unknown;Venture - Series Unknown;75000000;200000000;8;0;39,7837304;-100,445882;36,7014631;-118,755997
Maude;Maude;Brooklyn; New York; United States;Active;For Profit;0;0;0;0;4;23;4;Early Stage Venture;29/06/2021;5800000;Series A;Series A;5800000;10050000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
OYO;OYO;Gurgaon; Haryana; India;Active;For Profit;1;0;0;0;12;28;22;Late Stage Venture;13/01/2022;31092655;Secondary Market;Series F;5000000;3076477508;1;0;22,3511148;78,6677428;29;76
Omnipresent;Omnipresent;London; England; United Kingdom;Active;For Profit;0;0;0;0;4;13;3;Early Stage Venture;22/03/2022;120000000;Series B;Series B;120000000;137800000;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Knock;Knock;New York; New York; United States;Active;For Profit;0;0;0;0;4;17;8;;15/03/2022;150000000;Debt Financing;Venture - Series Unknown;70000000;654500000;1;0;39,7837304;-100,445882;40,7127281;-74,0060152
Mojo Vision;Mojo Vision;Saratoga; California; United States;Active;For Profit;0;0;0;0;1;33;8;Early Stage Venture;15/04/2022;0;Series B;Series B;0;204000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
PlayVS;PlayVS;Los Angeles; California; United States;Active;For Profit;0;0;0;0;4;28;5;Late Stage Venture;30/10/2020;10500000;Series C;Series C;10500000;106211719;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Hugging Face;Hugging Face;New York; New York; United States;Active;For Profit;0;0;0;0;4;22;6;Early Stage Venture;11/03/2021;40000000;Series B;Series B;40000000;61267325;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Nium;Nium;Singapore; Central Region; Singapore;Active;For Profit;0;0;0;0;8;23;9;;21/03/2022;5000000;Venture - Series Unknown;Venture - Series Unknown;5000000;285000000;7;0;1,357107;103,8194992;1,28593325;103,8070165
SaltPay;SaltPay;London; England; United Kingdom;Active;For Profit;3;2;0;0;0;4;4;Late Stage Venture;15/11/2021;370000000;Series C;Series C;370000000;1090000000;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Kaiyo;Kaiyo;New York; New York; United States;Active;For Profit;0;0;0;0;3;7;5;Early Stage Venture;29/03/2022;36000000;Series B;Series B;36000000;43050000;2;0;39,7837304;-100,445882;40,7127281;-74,0060152
Roku;Roku;Los Gatos; California; United States;Active;For Profit;0;0;0;0;5;14;11;IPO;9/11/2015;45500000;Series H;Series H;45500000;208609000;1;201473304;39,7837304;-100,445882;36,7014631;-118,755997
Khazna;Khazna;Cairo; Al Qahirah; Egypt;Active;For Profit;0;0;0;0;4;12;7;Early Stage Venture;31/03/2022;38000000;Series A;Series A;38000000;47095000;0;0;26,2540493;29,2675469;30,0443879;31,2357257
Postman;Postman;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;9;6;Late Stage Venture;28/02/2022;0;Secondary Market;Series D;225000000;433000000;6;0;39,7837304;-100,445882;36,7014631;-118,755997
Jeeves;Jeeves;New York; New York; United States;Active;For Profit;0;0;0;0;4;50;7;Late Stage Venture;22/03/2022;180000000;Series C;Series C;180000000;368000000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Robinhood;Robinhood;Menlo Park; California; United States;Active;For Profit;0;0;0;0;9;74;28;IPO;1/02/2021;2400000000;Private Equity;Private Equity;2400000000;5574623000;7;67315201;39,7837304;-100,445882;36,7014631;-118,755997
Pipe;Pipe;Miami; Florida; United States;Active;For Profit;0;0;0;0;5;58;6;;1/01/2022;0;Venture - Series Unknown;Venture - Series Unknown;0;566000000;0;0;39,7837304;-100,445882;27,7567667;-81,4639835
Lilt;Lilt;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;10;5;Late Stage Venture;7/04/2022;55000000;Series C;Series C;55000000;92500000;0;462947;39,7837304;-100,445882;36,7014631;-118,755997
Pixxel;Pixxel;Palo Alto; California; United States;Active;For Profit;0;0;0;0;5;21;5;Early Stage Venture;28/03/2022;25000000;Series A;Series A;25000000;32980000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
PolySign;PolySign;Oakland; California; United States;Active;For Profit;0;0;0;0;1;9;6;Late Stage Venture;13/04/2022;0;Series C;Series C;0;80181196;0;103497;39,7837304;-100,445882;36,7014631;-118,755997
Moneybox;Moneybox;London; England; United Kingdom;Active;For Profit;0;0;0;0;5;12;11;Late Stage Venture;4/04/2022;45894777;Series D;Series D;45894777;122558836;0;28986179;54,7023545;-3,2765753;52,5310214;-1,2649062
Nokia;Nokia;Espoo; Southern Finland; Finland;Active;For Profit;41;10;3;15;2;2;2;IPO;3/12/2018;283861884;Post-IPO Debt;;0;868070947;83;4427528;63,2467777;25,9209164;60,7373759;25,81458759
Humana;Humana;Louisville; Kentucky; United States;Active;For Profit;16;4;2;4;0;0;1;IPO;23/03/2022;750000000;Post-IPO Debt;;0;750000000;3;0;39,7837304;-100,445882;37,5726028;-85,1551411
Riot Games;Riot Games;Los Angeles; California; United States;Active;For Profit;20;5;2;3;3;4;5;M&A;31/12/2018;6000000;Venture - Series Unknown;Venture - Series Unknown;6000000;21000000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
ITILITE;ITILITE;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;3;7;4;Late Stage Venture;13/04/2022;29032361;Series C;Series C;29032361;46304087;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Motorola Solutions;Motorola Solutions;Chicago; Illinois; United States;Active;For Profit;50;12;2;26;1;1;1;M&A;6/09/2019;1000000000;Post-IPO Equity;Post-IPO Equity;1000000000;1000000000;13;560192721;39,7837304;-100,445882;40,0796606;-89,4337288
Policygenius;Policygenius;New York; New York; United States;Active;For Profit;0;0;0;0;6;27;8;Late Stage Venture;17/03/2022;125000000;Series E;Series E;125000000;286049982;1;2502454;39,7837304;-100,445882;40,7127281;-74,0060152
LetsGetChecked;LetsGetChecked;New York; New York; United States;Active;For Profit;0;0;0;0;6;14;4;Late Stage Venture;8/06/2021;150000000;Series D;Series D;150000000;263000000;1;0;39,7837304;-100,445882;40,7127281;-74,0060152
Roche;Roche;Basel; Basel-Stadt; Switzerland;Active;For Profit;8;4;0;3;3;3;4;IPO;4/08/2021;5000000000;Post-IPO Equity;Post-IPO Equity;5000000000;7790500000;26;0;46,7985624;8,2319736;47,5579097;7,5927728
OfBusiness;OfBusiness;Gurgaon; Haryana; India;Active;For Profit;2;0;0;0;9;17;11;Late Stage Venture;20/12/2021;185000000;Series G;Series G;185000000;878125171;0;0;22,3511148;78,6677428;29;76
Licious;Licious;Bengaluru; Karnataka; India;Active;For Profit;0;0;0;0;11;32;10;Late Stage Venture;15/03/2022;150209487;Series F;Series F;150209487;488709487;0;0;22,3511148;78,6677428;14,5203896;75,7223521
PropertyGuru Group;PropertyGuru Group;Singapore; Central Region; Singapore;Active;For Profit;0;0;0;0;6;13;7;IPO;18/03/2022;132000000;Post-IPO Equity;Post-IPO Equity;132000000;676443674;0;0;1,357107;103,8194992;1,28593325;103,8070165
Kpler;Kpler;Brussels; Brussels Hoofdstedelijk Gewest; Belgium;Active;For Profit;0;0;0;0;2;2;1;Private Equity;13/04/2022;201557769;Private Equity;Private Equity;201557769;201557769;0;0;50,6402809;4,6667145;50,83879505;4,375304132
Roblox;Roblox;San Mateo; California; United States;Active;For Profit;0;0;0;0;9;14;10;IPO;6/01/2021;520000000;Series H;Series H;520000000;856742214;3;0;39,7837304;-100,445882;36,7014631;-118,755997
Oxyzo;Oxyzo;Gurgaon; Haryana; India;Active;For Profit;0;0;0;0;5;5;1;Early Stage Venture;23/03/2022;200000000;Series A;Series A;200000000;200000000;0;0;22,3511148;78,6677428;29;76
Island;Island;Dallas; Texas; United States;Active;For Profit;0;0;0;0;1;4;2;Early Stage Venture;23/03/2022;115000000;Series B;Series B;115000000;215000000;0;0;39,7837304;-100,445882;31,2638905;-98,5456116
Nord Security;Nord Security;Vilnius; Vilniaus Apskritis; Lithuania;Active;For Profit;0;0;0;0;1;6;1;;6/04/2022;100000000;Venture - Series Unknown;Venture - Series Unknown;100000000;100000000;0;0;55,3500003;23,7499997;54,82269205;25,24965954
HackerRank;HackerRank;Mountain View; California; United States;Active;For Profit;0;0;0;0;5;15;5;Late Stage Venture;29/03/2022;60000000;Series D;Series D;60000000;102900000;11;139865;39,7837304;-100,445882;36,7014631;-118,755997
Moonfare;Moonfare;Berlin; Berlin; Germany;Active;For Profit;0;0;0;0;3;3;6;Private Equity;29/03/2022;35000000;Private Equity;Private Equity;35000000;201354723;1;0;51,1638175;10,4478313;52,5170365;13,3888599
Hadrian;Hadrian;Hawthorne; California; United States;Active;For Profit;0;0;0;0;3;15;3;Early Stage Venture;31/03/2022;90000000;Series A;Series A;90000000;99500000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Roofstock;Roofstock;Oakland; California; United States;Active;For Profit;0;0;0;0;7;39;10;Late Stage Venture;10/03/2022;240000000;Series E;Series E;240000000;365250000;0;51417;39,7837304;-100,445882;36,7014631;-118,755997
Rattle;Rattle;San Francisco; California; United States;Active;For Profit;0;0;0;0;2;7;2;Early Stage Venture;5/04/2022;26000000;Series A;Series A;26000000;28800000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
OpenPhone;OpenPhone;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;18;4;Early Stage Venture;7/04/2022;40000000;Series B;Series B;40000000;56120000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
HubSpot;HubSpot;Cambridge; Massachusetts; United States;Active;For Profit;14;1;1;5;3;12;6;IPO;5/11/2012;35000000;Series E;Series E;35000000;100500000;38;0;39,7837304;-100,445882;42,3788774;-72,032366
IntelyCare;IntelyCare;Quincy; Massachusetts; United States;Active;For Profit;0;0;0;0;3;11;3;Late Stage Venture;6/04/2022;115000000;Series C;Series C;115000000;170800000;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Lunar;Lunar;Aarhus; Midtjylland; Denmark;Active;For Profit;0;0;0;0;3;14;9;Late Stage Venture;10/03/2022;77093529;Series D;Series D;77093529;448352296;0;0;55,670249;10,3333283;56,23564835;9,234625028
Northern Arc;Northern Arc;Chennai; Tamil Nadu; India;Active;For Profit;41;22;0;2;11;13;13;;29/09/2021;13454865;Debt Financing;Corporate Round;0;447083209;0;0;22,3511148;78,6677428;10,9094334;78,3665347
Ledger;Ledger;Paris; Ile-de-France; France;Active;For Profit;1;0;0;0;5;50;8;Late Stage Venture;10/06/2021;380000000;Series C;Series C;380000000;467959856;15;0;46,603354;1,8883335;48,6443057;2,7537863
MongoDB;MongoDB;New York; New York; United States;Active;For Profit;0;0;0;0;9;17;12;IPO;6/03/2018;0;Post-IPO Equity;Post-IPO Equity;0;311000000;62;85050625;39,7837304;-100,445882;40,7127281;-74,0060152
Greenlight;Greenlight;Atlanta; Georgia; United States;Active;For Profit;0;0;0;0;5;29;6;Late Stage Venture;7/09/2021;0;Secondary Market;Series D;260000000;556500000;0;0;39,7837304;-100,445882;32,3293809;-83,1137366
IRI;IRI;Chicago; Illinois; United States;Active;For Profit;1;0;0;0;2;2;3;M&A;20/11/2018;0;Private Equity;Private Equity;0;181040000;4;322049;39,7837304;-100,445882;40,0796606;-89,4337288
Gro Intelligence;Gro Intelligence;New York; New York; United States;Active;For Profit;0;0;0;0;4;11;5;Early Stage Venture;8/01/2021;85000000;Series B;Series B;85000000;115309000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Pacaso;Pacaso;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;24;7;Late Stage Venture;14/09/2021;125000000;Series C;Series C;125000000;1467000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Lumafield;Lumafield;Somerville; Massachusetts; United States;Active;Non Profit;0;0;0;0;3;6;3;;13/04/2022;32500000;Undisclosed;Undisclosed;32500000;32500000;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Rakuten;Rakuten;Tokyo; Tokyo; Japan;Active;For Profit;74;39;5;24;1;5;3;IPO;12/03/2021;2220183516;Post-IPO Equity;Post-IPO Equity;2220183516;2262583516;8;0;36,5748441;139,2394179;35,6821936;139,762221
Kroger;Kroger;Cincinnati; Ohio; United States;Active;For Profit;3;1;0;0;1;1;1;IPO;18/02/2020;550000000;Post-IPO Equity;Post-IPO Equity;550000000;550000000;1;0;39,7837304;-100,445882;40,2253569;-82,6881395
Huntress;Huntress;Ellicott City; Maryland; United States;Active;For Profit;0;0;0;0;3;9;4;Early Stage Venture;6/05/2021;40000000;Series B;Series B;40000000;59760000;3;0;39,7837304;-100,445882;39,5162401;-76,9382069
Instoried;Instoried;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;6;14;8;Early Stage Venture;7/04/2022;200000000;Debt Financing;Series A;10000000;219500000;1;0;22,3511148;78,6677428;14,5203896;75,7223521
Rebel Foods;Rebel Foods;Mumbai; Maharashtra; India;Active;For Profit;4;3;0;0;11;23;23;Late Stage Venture;26/11/2021;14500000;Series F;Series F;14500000;534517794;0;0;22,3511148;78,6677428;18,9068356;75,6741579
JP Morgan;JP Morgan;New York; New York; United States;Active;For Profit;107;38;7;36;0;0;0;;;0;;;0;0;32;0;39,7837304;-100,445882;40,7127281;-74,0060152
Medikabazaar;Medikabazaar;Mumbai; Maharashtra; India;Active;For Profit;0;0;0;0;7;16;8;Late Stage Venture;12/04/2022;64872005;Series D;Series D;64872005;177021827;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Intercom;Intercom;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;33;8;Late Stage Venture;30/01/2021;0;Secondary Market;Series D;125000000;240750000;40;1708333;39,7837304;-100,445882;36,7014631;-118,755997
Newton School;Newton School;Bengaluru; Karnataka; India;Active;Non Profit;0;0;0;0;3;20;4;Early Stage Venture;12/04/2022;24740659;Series B;Series B;24740659;30820660;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Natural Fiber Welding;Natural Fiber Welding;Peoria; Illinois; United States;Active;For Profit;0;0;0;0;6;24;8;Early Stage Venture;12/04/2022;85000000;Series B;Series B;85000000;155569429;0;0;39,7837304;-100,445882;40,0796606;-89,4337288
Medtronic;Medtronic;Minneapolis; Minnesota; United States;Active;For Profit;74;25;13;24;2;3;5;IPO;15/06/2020;337000000;Post-IPO Equity;Post-IPO Equity;337000000;367044995;8;32184;39,7837304;-100,445882;45,9896587;-94,6113288
Krafton;Krafton;Seongnam;Gyeonggi-do; South Korea;Active;For Profit;11;7;0;3;1;4;4;IPO;13/06/2018;500000000;Secondary Market;Venture - Series Unknown;61031963;574280722;1;0;36,638392;127,6961188;37,2752;127,0095
Nasuni;Nasuni;Boston; Massachusetts; United States;Active;For Profit;0;0;0;0;9;12;14;;24/03/2022;60000000;Venture - Series Unknown;Venture - Series Unknown;60000000;247000000;7;1954536;39,7837304;-100,445882;42,3788774;-72,032366
PTC;PTC;Needham; Massachusetts; United States;Active;For Profit;4;1;0;3;1;1;1;IPO;11/06/2018;1000000000;Post-IPO Equity;Post-IPO Equity;1000000000;1000000000;23;112528258;39,7837304;-100,445882;42,3788774;-72,032366
Parallel Finance;Parallel Finance;San Francisco; California; United States;Active;For Profit;0;0;0;0;2;15;3;;2/04/2022;5000000;Venture - Series Unknown;Venture - Series Unknown;5000000;29000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Hopper;Hopper;Montr̩al; Quebec; Canada;Active;For Profit;0;0;0;0;8;22;11;Late Stage Venture;2/02/2022;35000000;Secondary Market;Series G;175000000;633679549;2;775313;61,0666922;-107,991707;52,4760892;-71,8258668
Obsidian Security;Obsidian Security;Newport Beach; California; United States;Active;For Profit;0;0;0;0;5;6;3;Late Stage Venture;31/03/2022;90000000;Series C;Series C;90000000;119500000;3;118827;39,7837304;-100,445882;36,7014631;-118,755997
Juniper Square;Juniper Square;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;9;4;Late Stage Venture;21/11/2019;75000000;Series C;Series C;75000000;108000000;0;652243;39,7837304;-100,445882;36,7014631;-118,755997
Rocket Lab;Rocket Lab;Huntington Beach; California; United States;Active;For Profit;0;0;0;0;5;14;7;IPO;24/09/2021;24350000;Grant;Post-IPO Equity;470000000;709350000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Planet;Planet;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;33;8;IPO;8/12/2021;200000000;Post-IPO Equity;Post-IPO Equity;200000000;573898658;6;14079319;39,7837304;-100,445882;36,7014631;-118,755997
GOQii;GOQii;Menlo Park; California; United States;Active;For Profit;0;0;0;0;12;31;15;Late Stage Venture;29/03/2022;10000000;Series C;Series C;10000000;112618192;3;0;39,7837304;-100,445882;36,7014631;-118,755997
Lightning Labs;Lightning Labs;None; None; None;Active;For Profit;0;0;0;0;2;32;3;Early Stage Venture;5/04/2022;70000000;Series B;Series B;70000000;82500000;0;0;44,933143;7,540121;44,9379672;7,5400398
Microsoft;Microsoft;Redmond; Washington; United States;Active;For Profit;168;65;2;47;1;1;1;IPO;1/09/1981;1000000;Venture - Series Unknown;Venture - Series Unknown;1000000;1000000;794;24214894608;39,7837304;-100,445882;38,8950368;-77,0365427
Omni;Omni;San Francisco; California; United States;Closed;For Profit;0;0;0;0;1;37;4;Early Stage Venture;16/01/2018;25000000;Series B;Series B;25000000;35250000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Northvolt;Northvolt;Stockholm; Stockholms Lan; Sweden;Active;For Profit;1;0;0;0;11;47;9;;9/06/2021;2750000000;Venture - Series Unknown;Venture - Series Unknown;2750000000;6040092593;0;0;59,6749712;14,5208584;59,3954053;18,66526953
LambdaTest;LambdaTest;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;13;6;Late Stage Venture;29/03/2022;45000000;Series C;Series C;45000000;70000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
